"Time (s)","Pressure (hPa)"
3.090054004E2,9.954271851E2
3.090852170E2,9.954266968E2
3.091650070E2,9.954229736E2
3.092447917E2,9.954232788E2
3.093245865E2,9.954229736E2
3.094043909E2,9.954288940E2
3.094842153E2,9.954329224E2
3.095640496E2,9.954384155E2
3.096438422E2,9.954384155E2
3.097236249E2,9.954390259E2
3.098034126E2,9.954349976E2
3.098832213E2,9.954348145E2
3.099630455E2,9.954318237E2
3.100429017E2,9.954326172E2
3.101227381E2,9.954337158E2
3.102025696E2,9.954329224E2
3.102824053E2,9.954291992E2
3.103623226E2,9.954276123E2
3.104422292E2,9.954274902E2
3.105221541E2,9.954277954E2
3.106020323E2,9.954318237E2
3.106819100E2,9.954343262E2
3.107617597E2,9.954356079E2
3.108416098E2,9.954331055E2
3.109214301E2,9.954306030E2
3.110012866E2,9.954265137E2
3.110812001E2,9.954249878E2
3.111610235E2,9.954266968E2
3.112408909E2,9.954301147E2
3.113207468E2,9.954328003E2
3.114005790E2,9.954340210E2
3.114804015E2,9.954346924E2
3.115602146E2,9.954329224E2
3.116400229E2,9.954320068E2
3.117199146E2,9.954370117E2
3.117998046E2,9.954403076E2
3.118796137E2,9.954431152E2
3.119594125E2,9.954448242E2
3.120392323E2,9.954437256E2
3.121190683E2,9.954373169E2
3.121988580E2,9.954359131E2
3.122786538E2,9.954345093E2
3.123584806E2,9.954376221E2
3.124382803E2,9.954414062E2
3.125181181E2,9.954443359E2
3.125979361E2,9.954417114E2
3.126777409E2,9.954395142E2
3.127576059E2,9.954343262E2
3.128374062E2,9.954317017E2
3.129172059E2,9.954302979E2
3.129970056E2,9.954345093E2
3.130768164E2,9.954387207E2
3.131566364E2,9.954406128E2
3.132364661E2,9.954403076E2
3.133163080E2,9.954398193E2
3.133961601E2,9.954373169E2
3.134760076E2,9.954362183E2
3.135558378E2,9.954392090E2
3.136356568E2,9.954425049E2
3.137155152E2,9.954451294E2
3.137954007E2,9.954457397E2
3.138752627E2,9.954453125E2
3.139551158E2,9.954426270E2
3.140349968E2,9.954415283E2
3.141148958E2,9.954435425E2
3.141947993E2,9.954462280E2
3.142747280E2,9.954467163E2
3.143546740E2,9.954457397E2
3.144345498E2,9.954432373E2
3.145143999E2,9.954392090E2
3.145942267E2,9.954371948E2
3.146740527E2,9.954368286E2
3.147538916E2,9.954418335E2
3.148337549E2,9.954457397E2
3.149136439E2,9.954479370E2
3.149935281E2,9.954473267E2
3.150734308E2,9.954471436E2
3.151532593E2,9.954454346E2
3.152330581E2,9.954445190E2
3.153128639E2,9.954498291E2
3.153926895E2,9.954532471E2
3.154725326E2,9.954552612E2
3.155523522E2,9.954523315E2
3.156321754E2,9.954495239E2
3.157120302E2,9.954425049E2
3.157918530E2,9.954390259E2
3.158717238E2,9.954375000E2
3.159515615E2,9.954412231E2
3.160314156E2,9.954446411E2
3.161112458E2,9.954471436E2
3.161910862E2,9.954479370E2
3.162710011E2,9.954492188E2
3.163508293E2,9.954493408E2
3.164306140E2,9.954507446E2
3.165103958E2,9.954509277E2
3.165902263E2,9.954510498E2
3.166700628E2,9.954495239E2
3.167499080E2,9.954460449E2
3.168297230E2,9.954425049E2
3.169095460E2,9.954421387E2
3.169893527E2,9.954431152E2
3.170691778E2,9.954471436E2
3.171489748E2,9.954523315E2
3.172287625E2,9.954574585E2
3.173085679E2,9.954593506E2
3.173884141E2,9.954596558E2
3.174682489E2,9.954581299E2
3.175480825E2,9.954581299E2
3.176278932E2,9.954565430E2
3.177076900E2,9.954593506E2
3.177874466E2,9.954623413E2
3.178672288E2,9.954634399E2
3.179470379E2,9.954609375E2
3.180268264E2,9.954584351E2
3.181066284E2,9.954549561E2
3.181864316E2,9.954510498E2
3.182662326E2,9.954512329E2
3.183460438E2,9.954531250E2
3.184258145E2,9.954543457E2
3.185056292E2,9.954531250E2
3.185854433E2,9.954518433E2
3.186652408E2,9.954495239E2
3.187451620E2,9.954478149E2
3.188250725E2,9.954479370E2
3.189049403E2,9.954498291E2
3.189847645E2,9.954510498E2
3.190646322E2,9.954501343E2
3.191444626E2,9.954479370E2
3.192243147E2,9.954454346E2
3.193041811E2,9.954437256E2
3.193839907E2,9.954467163E2
3.194638388E2,9.954512329E2
3.195436960E2,9.954562378E2
3.196235297E2,9.954595337E2
3.197033816E2,9.954612427E2
3.197832402E2,9.954596558E2
3.198630867E2,9.954587402E2
3.199428713E2,9.954573364E2
3.200226448E2,9.954588623E2
3.201024656E2,9.954595337E2
3.201823714E2,9.954604492E2
3.202621550E2,9.954582520E2
3.203419303E2,9.954563599E2
3.204216963E2,9.954534302E2
3.205014710E2,9.954540405E2
3.205812793E2,9.954542236E2
3.206610790E2,9.954585571E2
3.207408895E2,9.954640503E2
3.208206823E2,9.954676514E2
3.209005007E2,9.954682617E2
3.209803203E2,9.954688721E2
3.210601161E2,9.954668579E2
3.211399837E2,9.954666748E2
3.212198704E2,9.954715576E2
3.212996616E2,9.954752808E2
3.213795525E2,9.954783936E2
3.214593798E2,9.954801636E2
3.215391891E2,9.954782715E2
3.216189656E2,9.954727783E2
3.216987640E2,9.954707642E2
3.217785461E2,9.954693604E2
3.218583227E2,9.954707642E2
3.219381148E2,9.954719849E2
3.220179148E2,9.954721680E2
3.220977175E2,9.954704590E2
3.221775625E2,9.954691772E2
3.222573613E2,9.954669800E2
3.223371787E2,9.954673462E2
3.224169827E2,9.954707642E2
3.224967870E2,9.954733887E2
3.225765970E2,9.954755859E2
3.226563899E2,9.954758911E2
3.227362102E2,9.954746704E2
3.228160234E2,9.954715576E2
3.228958279E2,9.954691772E2
3.229756368E2,9.954710693E2
3.230554381E2,9.954735718E2
3.231352379E2,9.954769897E2
3.232150620E2,9.954772949E2
3.232948931E2,9.954772949E2
3.233747430E2,9.954733887E2
3.234545730E2,9.954715576E2
3.235343504E2,9.954691772E2
3.236141356E2,9.954718628E2
3.236939139E2,9.954741821E2
3.237737588E2,9.954755859E2
3.238536212E2,9.954741821E2
3.239334261E2,9.954727783E2
3.240132549E2,9.954690552E2
3.240930736E2,9.954668579E2
3.241728962E2,9.954699707E2
3.242527115E2,9.954737549E2
3.243325032E2,9.954768677E2
3.244123336E2,9.954786987E2
3.244921630E2,9.954786987E2
3.245719680E2,9.954749756E2
3.246517911E2,9.954729614E2
3.247316279E2,9.954719849E2
3.248114613E2,9.954743652E2
3.248912696E2,9.954774780E2
3.249711218E2,9.954786987E2
3.250509425E2,9.954782715E2
3.251307927E2,9.954769897E2
3.252106123E2,9.954747925E2
3.252904583E2,9.954740601E2
3.253703309E2,9.954766846E2
3.254501935E2,9.954788818E2
3.255300216E2,9.954807739E2
3.256098419E2,9.954804688E2
3.256897057E2,9.954783936E2
3.257696300E2,9.954757690E2
3.258495177E2,9.954744873E2
3.259293413E2,9.954751587E2
3.260091700E2,9.954782715E2
3.260889959E2,9.954812012E2
3.261688257E2,9.954816895E2
3.262486027E2,9.954804688E2
3.263284129E2,9.954777832E2
3.264082597E2,9.954746704E2
3.264881301E2,9.954718628E2
3.265680347E2,9.954719849E2
3.266479268E2,9.954733887E2
3.267278162E2,9.954740601E2
3.268076668E2,9.954727783E2
3.268874641E2,9.954712524E2
3.269673153E2,9.954688721E2
3.270471713E2,9.954673462E2
3.271270085E2,9.954712524E2
3.272068168E2,9.954746704E2
3.272866251E2,9.954783936E2
3.273664561E2,9.954805908E2
3.274462983E2,9.954794922E2
3.275261362E2,9.954747925E2
3.276059745E2,9.954721680E2
3.276857916E2,9.954701538E2
3.277656620E2,9.954713745E2
3.278455134E2,9.954749756E2
3.279253430E2,9.954762573E2
3.280051559E2,9.954758911E2
3.280849779E2,9.954744873E2
3.281648270E2,9.954721680E2
3.282446427E2,9.954704590E2
3.283244612E2,9.954754639E2
3.284042760E2,9.954807739E2
3.284841525E2,9.954866943E2
3.285639557E2,9.954899902E2
3.286437538E2,9.954910889E2
3.287235487E2,9.954865112E2
3.288033633E2,9.954840698E2
3.288832010E2,9.954794922E2
3.289630237E2,9.954794922E2
3.290428947E2,9.954801636E2
3.291228022E2,9.954804688E2
3.292028172E2,9.954777832E2
3.292827103E2,9.954771729E2
3.293625547E2,9.954743652E2
3.294424212E2,9.954740601E2
3.295223721E2,9.954749756E2
3.296023382E2,9.954805908E2
3.296822933E2,9.954852905E2
3.297621460E2,9.954887085E2
3.298420228E2,9.954890137E2
3.299219060E2,9.954888916E2
3.300017664E2,9.954874878E2
3.300816311E2,9.954860840E2
3.301615206E2,9.954895020E2
3.302413949E2,9.954931030E2
3.303212104E2,9.954959106E2
3.304010447E2,9.954951172E2
3.304809699E2,9.954938965E2
3.305608242E2,9.954893799E2
3.306406717E2,9.954869995E2
3.307205392E2,9.954859009E2
3.308003965E2,9.954899902E2
3.308801841E2,9.954924927E2
3.309599739E2,9.954927979E2
3.310397822E2,9.954909058E2
3.311195542E2,9.954893799E2
3.311992929E2,9.954844971E2
3.312790572E2,9.954826050E2
3.313588626E2,9.954857788E2
3.314387456E2,9.954895020E2
3.315185064E2,9.954918823E2
3.315982984E2,9.954926147E2
3.316780822E2,9.954920044E2
3.317578669E2,9.954874878E2
3.318376581E2,9.954841919E2
3.319174878E2,9.954821777E2
3.319973315E2,9.954846802E2
3.320771778E2,9.954871826E2
3.321570188E2,9.954888916E2
3.322368208E2,9.954887085E2
3.323166425E2,9.954876099E2
3.323964527E2,9.954835815E2
3.324763120E2,9.954812012E2
3.325562125E2,9.954824829E2
3.326360396E2,9.954841919E2
3.327159131E2,9.954869995E2
3.327958044E2,9.954882812E2
3.328756786E2,9.954887085E2
3.329556146E2,9.954859009E2
3.330354347E2,9.954832764E2
3.331152608E2,9.954813843E2
3.331950867E2,9.954826050E2
3.332749047E2,9.954879761E2
3.333547050E2,9.954937134E2
3.334344869E2,9.954957886E2
3.335142807E2,9.954957886E2
3.335941070E2,9.954934082E2
3.336739374E2,9.954876099E2
3.337537281E2,9.954848022E2
3.338335042E2,9.954871826E2
3.339132825E2,9.954907837E2
3.339930689E2,9.954934082E2
3.340729384E2,9.954942017E2
3.341526872E2,9.954912109E2
3.342324425E2,9.954862061E2
3.343122183E2,9.954830933E2
3.343920058E2,9.954812012E2
3.344718119E2,9.954840698E2
3.345515984E2,9.954865112E2
3.346313877E2,9.954899902E2
3.347111689E2,9.954891968E2
3.347909225E2,9.954893799E2
3.348707088E2,9.954879761E2
3.349504939E2,9.954913940E2
3.350302684E2,9.954926147E2
3.351100150E2,9.954990234E2
3.351897673E2,9.955045166E2
3.352695931E2,9.955076294E2
3.353493454E2,9.955064087E2
3.354290823E2,9.955064087E2
3.355088336E2,9.955029297E2
3.355885920E2,9.955000000E2
3.356683996E2,9.955018311E2
3.357482365E2,9.955025024E2
3.358280061E2,9.955036011E2
3.359077169E2,9.955031128E2
3.359874434E2,9.955004272E2
3.360671724E2,9.954946899E2
3.361469160E2,9.954921875E2
3.362266425E2,9.954893799E2
3.363063554E2,9.954934082E2
3.363860829E2,9.954990234E2
3.364658704E2,9.955036011E2
3.365456947E2,9.955053101E2
3.366255168E2,9.955075073E2
3.367052696E2,9.955053101E2
3.367850234E2,9.955039062E2
3.368648729E2,9.955084229E2
3.369446643E2,9.955118408E2
3.370244498E2,9.955157471E2
3.371042247E2,9.955173340E2
3.371839826E2,9.955168457E2
3.372637911E2,9.955093384E2
3.373435727E2,9.955064087E2
3.374233699E2,9.955031128E2
3.375031199E2,9.955062256E2
3.375828695E2,9.955095215E2
3.376626304E2,9.955128174E2
3.377424030E2,9.955131226E2
3.378221885E2,9.955129395E2
3.379019327E2,9.955093384E2
3.379816574E2,9.955081177E2
3.380614169E2,9.955098267E2
3.381412101E2,9.955118408E2
3.382209751E2,9.955132446E2
3.383007617E2,9.955134277E2
3.383805678E2,9.955115356E2
3.384603392E2,9.955087280E2
3.385401492E2,9.955075073E2
3.386199893E2,9.955120239E2
3.386998450E2,9.955165405E2
3.387797203E2,9.955204468E2
3.388595817E2,9.955227661E2
3.389394485E2,9.955229492E2
3.390192837E2,9.955187378E2
3.390991051E2,9.955167236E2
3.391789291E2,9.955162354E2
3.392587575E2,9.955192261E2
3.393385816E2,9.955224609E2
3.394184105E2,9.955229492E2
3.394982603E2,9.955210571E2
3.395781256E2,9.955193481E2
3.396580270E2,9.955171509E2
3.397378345E2,9.955173340E2
3.398176823E2,9.955255737E2
3.398974857E2,9.955330811E2
3.399772950E2,9.955383911E2
3.400570584E2,9.955397949E2
3.401369172E2,9.955385742E2
3.402167146E2,9.955329590E2
3.402965015E2,9.955284424E2
3.403763031E2,9.955298462E2
3.404561135E2,9.955313721E2
3.405359520E2,9.955344849E2
3.406157593E2,9.955341797E2
3.406955926E2,9.955323486E2
3.407754022E2,9.955268555E2
3.408552389E2,9.955252686E2
3.409350551E2,9.955218506E2
3.410148706E2,9.955229492E2
3.410947082E2,9.955248413E2
3.411745126E2,9.955251465E2
3.412543797E2,9.955229492E2
3.413342129E2,9.955215454E2
3.414140169E2,9.955176392E2
3.414937998E2,9.955154419E2
3.415735720E2,9.955207520E2
3.416533604E2,9.955260620E2
3.417331917E2,9.955316772E2
3.418129894E2,9.955351562E2
3.418927602E2,9.955371704E2
3.419725263E2,9.955318604E2
3.420522922E2,9.955282593E2
3.421321061E2,9.955259399E2
3.422119130E2,9.955260620E2
3.422917154E2,9.955273438E2
3.423715459E2,9.955273438E2
3.424513191E2,9.955255737E2
3.425310793E2,9.955229492E2
3.426108718E2,9.955210571E2
3.426906257E2,9.955210571E2
3.427703922E2,9.955255737E2
3.428502296E2,9.955293579E2
3.429300939E2,9.955330811E2
3.430099660E2,9.955346680E2
3.430898172E2,9.955332642E2
3.431695982E2,9.955296631E2
3.432494330E2,9.955284424E2
3.433292641E2,9.955312500E2
3.434090891E2,9.955351562E2
3.434888921E2,9.955390625E2
3.435687225E2,9.955415649E2
3.436485958E2,9.955411987E2
3.437284709E2,9.955372925E2
3.438083757E2,9.955338745E2
3.438882850E2,9.955323486E2
3.439681544E2,9.955329590E2
3.440479424E2,9.955337524E2
3.441277698E2,9.955333862E2
3.442075847E2,9.955323486E2
3.442874648E2,9.955299683E2
3.443673548E2,9.955273438E2
3.444471609E2,9.955271606E2
3.445269765E2,9.955302734E2
3.446067907E2,9.955333862E2
3.446866230E2,9.955358887E2
3.447664480E2,9.955366821E2
3.448462654E2,9.955365601E2
3.449261017E2,9.955335693E2
3.450059318E2,9.955318604E2
3.450857836E2,9.955316772E2
3.451656319E2,9.955326538E2
3.452455043E2,9.955351562E2
3.453253731E2,9.955365601E2
3.454052613E2,9.955368652E2
3.454850866E2,9.955360718E2
3.455649432E2,9.955348511E2
3.456447663E2,9.955326538E2
3.457245968E2,9.955309448E2
3.458044520E2,9.955287476E2
3.458843047E2,9.955268555E2
3.459641250E2,9.955251465E2
3.460439275E2,9.955234375E2
3.461236948E2,9.955232544E2
3.462035210E2,9.955246582E2
3.462833415E2,9.955268555E2
3.463631831E2,9.955310669E2
3.464430020E2,9.955348511E2
3.465228177E2,9.955382690E2
3.466026272E2,9.955404663E2
3.466824315E2,9.955419922E2
3.467622272E2,9.955416870E2
3.468420227E2,9.955427856E2
3.469218383E2,9.955437012E2
3.470017399E2,9.955474854E2
3.470815928E2,9.955549927E2
3.471614370E2,9.955623169E2
3.472412545E2,9.955671387E2
3.473210414E2,9.955701294E2
3.474008584E2,9.955696411E2
3.474806488E2,9.955637207E2
3.475604138E2,9.955599976E2
3.476402203E2,9.955557861E2
3.477200236E2,9.955538940E2
3.477998299E2,9.955505981E2
3.478796242E2,9.955477905E2
3.479593925E2,9.955447998E2
3.480392261E2,9.955449829E2
3.481190245E2,9.955430908E2
3.481988125E2,9.955460815E2
3.482786293E2,9.955505981E2
3.483584351E2,9.955520020E2
3.484382638E2,9.955513916E2
3.485180851E2,9.955535889E2
3.485979072E2,9.955573120E2
3.486776816E2,9.955662231E2
3.487574850E2,9.955801392E2
3.488372396E2,9.955918579E2
3.489169989E2,9.956001587E2
3.489967681E2,9.956007690E2
3.490765263E2,9.955935669E2
3.491562846E2,9.955821533E2
3.492360596E2,9.955742188E2
3.493158294E2,9.955671387E2
3.493956322E2,9.955642090E2
3.494754305E2,9.955621948E2
3.495552274E2,9.955588989E2
3.496350306E2,9.955520020E2
3.497148292E2,9.955471802E2
3.497946319E2,9.955421753E2
3.498744367E2,9.955399780E2
3.499542442E2,9.955377808E2
3.500340484E2,9.955351562E2
3.501138622E2,9.955318604E2
3.501937050E2,9.955277710E2
3.502735515E2,9.955232544E2
3.503533929E2,9.955209351E2
3.504332220E2,9.955206299E2
3.505130653E2,9.955218506E2
3.505929990E2,9.955229492E2
3.506729329E2,9.955221558E2
3.507527837E2,9.955187378E2
3.508326688E2,9.955167236E2
3.509125952E2,9.955110474E2
3.509924587E2,9.955085449E2
3.510722994E2,9.955084229E2
3.511520981E2,9.955135498E2
3.512318948E2,9.955182495E2
3.513116730E2,9.955177612E2
3.513914467E2,9.955129395E2
3.514712596E2,9.955051270E2
3.515510756E2,9.954971924E2
3.516309194E2,9.954951172E2
3.517107562E2,9.955187378E2
3.517906083E2,9.955541992E2
3.518704200E2,9.955921631E2
3.519502315E2,9.956315308E2
3.520300508E2,9.956635742E2
3.521098536E2,9.956729736E2
3.521896565E2,9.956490479E2
3.522694777E2,9.956156006E2
3.523492975E2,9.955724487E2
3.524291006E2,9.955270386E2
3.525089342E2,9.954931030E2
3.525887825E2,9.954896851E2
3.526685965E2,9.955076294E2
3.527483995E2,9.955422974E2
3.528282159E2,9.955934448E2
3.529080364E2,9.956449585E2
3.529878719E2,9.956981201E2
3.530676535E2,9.957390137E2
3.531474142E2,9.957713623E2
3.532272216E2,9.957911987E2
3.533070406E2,9.958005981E2
3.533869504E2,9.957933960E2
3.534667775E2,9.957755737E2
3.535465701E2,9.957515259E2
3.536263978E2,9.957254639E2
3.537062550E2,9.957143555E2
